"task","code","cue","response","target","TSR_score","strict","lenient","condition"
2,40294,"mole","slouder","slouder",100,"correct","correct","A2_B2"
2,40294,"mutant","drogged ","drodged",86,"wrong","correct","A1_B2"
2,40294,"olive","drusier","drusier",100,"correct","correct","A1_B1"
2,40294,"orange","clarte","clartle",92,"wrong","correct","trial"
2,40294,"orphan","lonbust","lonbust",100,"correct","correct","A1_B2"
2,40294,"pageant","dradden ","dradden",100,"correct","correct","A2_B2"
2,40294,"pigeon","grature","grature",100,"correct","correct","A1_B1"
2,40294,"poised","nither","nithter",92,"wrong","correct","A1_B2"
2,40294,"proposal","flanish","flanish",100,"correct","correct","A1_B1"
2,40294,"publicity","blonged","blonged",100,"correct","correct","A2_B1"
2,40294,"publish","detrabe ","detrabe",100,"correct","correct","A2_B1"
2,40294,"sacred","fastade","fastade",100,"correct","correct","A2_B2"
2,40294,"sewer","slooper","slooper",100,"correct","correct","A2_B1"
2,40294,"surgical","plished","plished",100,"correct","correct","A1_B2"
2,40294,"vessel","cridded","cridded",100,"correct","correct","A1_B1"
1,40302,"adjust","portray","portray",100,"correct","correct","A2_B2"
1,40302,"anguish","fatal","fatal",100,"correct","correct","A2_B2"
1,40302,"apple","fruit","fruit",100,"correct","correct","trial"
1,40302,"banner","hairdo","hairdo",100,"correct","correct","A2_B1"
1,40302,"bloom","IDK","banking",20,"wrong","wrong","A1_B2"
1,40302,"boost","hunter","hunter",100,"correct","correct","A1_B1"
1,40302,"breeding","IDK","divine",22,"wrong","wrong","A1_B2"
1,40302,"broker","annual","east",20,"wrong","wrong","A1_B1"
1,40302,"click","educate","educate",100,"correct","correct","A2_B2"
1,40302,"compound","IDK","regard",22,"wrong","wrong","A2_B2"
1,40302,"confined","nuisance","nuisance",100,"correct","correct","A1_B1"
1,40302,"cosmic","spacious","spacious",100,"correct","correct","A1_B2"
1,40302,"currency","IDK","knob",29,"wrong","wrong","A2_B1"
1,40302,"delayed","frontier","frontier",100,"correct","correct","A1_B2"
1,40302,"demand","breed","breed",100,"correct","correct","A2_B1"
1,40302,"depend","chemist","chemist",100,"correct","correct","A1_B1"
1,40302,"dive","IDK","mischief",18,"wrong","wrong","A2_B1"
1,40302,"donation","IDK","frozen",0,"wrong","wrong","A2_B2"
1,40302,"editing","IDK","donation",18,"wrong","wrong","A2_B1"
1,40302,"gallery","oyster","oyster",100,"correct","correct","A1_B2"
1,40302,"gifted","mature","mature",100,"correct","correct","A1_B1"
1,40302,"grape","tree","tree",100,"correct","correct","trial"
1,40302,"harass","fatal","striped",17,"wrong","wrong","A2_B1"
1,40302,"heroic","folklore","folklore",100,"correct","correct","A2_B1"
1,40302,"laser","guiding","guiding",100,"correct","correct","A2_B2"
1,40302,"liberty","vitamin","vitamin",100,"correct","correct","A1_B2"
1,40302,"madness","ominous","ominous",100,"correct","correct","A2_B2"
1,40302,"modesty","IDK","annual",0,"wrong","wrong","A1_B1"
1,40302,"mole","compute","compute",100,"correct","correct","A2_B2"
1,40302,"mutant","banking","habitat",29,"wrong","wrong","A1_B2"
1,40302,"olive","IDK","flyer",0,"wrong","wrong","A1_B1"
1,40302,"orange","flower","flower",100,"correct","correct","trial"
1,40302,"orphan","litter","litter",100,"correct","correct","A1_B2"
1,40302,"pageant","nurse","nurse",100,"correct","correct","A2_B2"
1,40302,"pigeon","writer","writer",100,"correct","correct","A1_B1"
1,40302,"poised","giggle","giggle",100,"correct","correct","A1_B2"
1,40302,"proposal","upon","upon",100,"correct","correct","A1_B1"
1,40302,"publicity","upon","venom",22,"wrong","wrong","A2_B1"
1,40302,"publish","divine","prolong",15,"wrong","wrong","A2_B1"
1,40302,"sacred","wasp","wasp",100,"correct","correct","A2_B2"
1,40302,"sewer","wizard","wizard",100,"correct","correct","A2_B1"
1,40302,"surgical","IDK","crack",25,"wrong","wrong","A1_B2"
1,40302,"vessel","IDK","natives",20,"wrong","wrong","A1_B1"
2,40335,"adjust","brudied","brudied",100,"correct","correct","A2_B2"
2,40335,"anguish","drodged","drodged",100,"correct","correct","A2_B2"
2,40335,"apple","clartle","clartle",100,"correct","correct","trial"
2,40335,"banner","drandal","drandal",100,"correct","correct","A2_B1"
2,40335,"bloom","tremish","tremish",100,"correct","correct","A1_B2"
2,40335,"boost","stereas","stereas",100,"correct","correct","A1_B1"
2,40335,"breeding","thraped","thraped",100,"correct","correct","A1_B2"
2,40335,"broker","tossens","tossens",100,"correct","correct","A1_B1"
2,40335,"click","slouder","slouder",100,"correct","correct","A2_B2"
2,40335,"compound","reordem","reordom",86,"wrong","correct","A2_B2"
2,40335,"confined","trunned","trunned",100,"correct","correct","A1_B1"
2,40335,"cosmic","detrabe","detrabe",100,"correct","correct","A1_B2"
2,40335,"currency","drusier","drusier",100,"correct","correct","A2_B1"
2,40335,"delayed","chyrene","chyrene",100,"correct","correct","A1_B2"
2,40335,"demand","plished","plished",100,"correct","correct","A2_B1"
2,40335,"depend","drereby","drereby",100,"correct","correct","A1_B1"
2,40335,"dive","bensked","bensked",100,"correct","correct","A2_B1"
2,40335,"donation","glorne","glorned",92,"wrong","correct","A2_B2"
2,40335,"editing","flatial","flatial",100,"correct","correct","A2_B1"
2,40335,"gallery","clitten","clitten",100,"correct","correct","A1_B2"
2,40335,"gifted","grature","grature",100,"correct","correct","A1_B1"
2,40335,"grape","dramens","dramens",100,"correct","correct","trial"
2,40335,"harass","trapely","trapely",100,"correct","correct","A2_B1"
2,40335,"heroic","slooper","slooper",100,"correct","correct","A2_B1"
2,40335,"laser","slarves","slarves",100,"correct","correct","A2_B2"
2,40335,"liberty","ottress","ottress",100,"correct","correct","A1_B2"
2,40335,"madness","lonbust","lonbust",100,"correct","correct","A2_B2"
2,40335,"modesty","achirin","achirin",100,"correct","correct","A1_B1"
2,40335,"mole","addeded","addeded",100,"correct","correct","A2_B2"
2,40335,"mutant","nithter","nithter",100,"correct","correct","A1_B2"
2,40335,"olive","blerved","blerved",100,"correct","correct","A1_B1"
2,40335,"orange","scrones","scrones",100,"correct","correct","trial"
2,40335,"orphan","treeple","treeple",100,"correct","correct","A1_B2"
2,40335,"pageant","dradden","dradden",100,"correct","correct","A2_B2"
2,40335,"pigeon","castopp","castopp",100,"correct","correct","A1_B1"
2,40335,"poised","pheties","pheties",100,"correct","correct","A1_B2"
2,40335,"proposal","cridded","cridded",100,"correct","correct","A1_B1"
2,40335,"publicity","fastade","fastade",100,"correct","correct","A2_B1"
2,40335,"publish","pruffed","pruffed",100,"correct","correct","A2_B1"
2,40335,"sacred","pluared","pluared",100,"correct","correct","A2_B2"
2,40335,"sewer","blosper","blosper",100,"correct","correct","A2_B1"
2,40335,"surgical","flanish","flanish",100,"correct","correct","A1_B2"
2,40335,"vessel","blonged","blonged",100,"correct","correct","A1_B1"
2,40348,"adjust","brudied","brudied",100,"correct","correct","A2_B2"
2,40348,"anguish","drusier","drusier",100,"correct","correct","A2_B2"
2,40348,"apple","dramens","dramens",100,"correct","correct","trial"
2,40348,"banner","plished","plished",100,"correct","correct","A2_B1"
2,40348,"bloom","pheties","pheties",100,"correct","correct","A1_B2"
2,40348,"boost","slarves","slarves",100,"correct","correct","A1_B1"
2,40348,"breeding","flatial","flatial",100,"correct","correct","A1_B2"
2,40348,"broker","nithter","nithter",100,"correct","correct","A1_B1"
2,40348,"click","slooper","slooper",100,"correct","correct","A2_B2"
2,40348,"compound","drandal","drandal",100,"correct","correct","A2_B2"
2,40348,"confined","trunned","trunned",100,"correct","correct","A1_B1"
2,40348,"cosmic","thraped","thraped",100,"correct","correct","A1_B2"
2,40348,"currency","drodged","drodged",100,"correct","correct","A2_B1"
2,40348,"delayed","chyrene","chyrene",100,"correct","correct","A1_B2"
2,40348,"demand","pluared","pluared",100,"correct","correct","A2_B1"
2,40348,"depend","ottress","ottress",100,"correct","correct","A1_B1"
2,40348,"dive","castopp","castopp",100,"correct","correct","A2_B1"
2,40348,"donation","detrabe","detrabe",100,"correct","correct","A2_B2"
2,40348,"editing","clitten","clitten",100,"correct","correct","A2_B1"
2,40348,"gallery","pruffed","pruffed",100,"correct","correct","A1_B2"
2,40348,"gifted","lonbust","lonbust",100,"correct","correct","A1_B1"
2,40348,"grape","clartle","clartle",100,"correct","correct","trial"
2,40348,"harass","blerved","blerved",100,"correct","correct","A2_B1"
2,40348,"heroic","addeded","addeded",100,"correct","correct","A2_B1"
2,40348,"laser","stereas","stereas",100,"correct","correct","A2_B2"
2,40348,"liberty","cridded","cridded",100,"correct","correct","A1_B2"
2,40348,"madness","treeple","treeple",100,"correct","correct","A2_B2"
2,40348,"modesty","tossens","tossens",100,"correct","correct","A1_B1"
2,40348,"mole","grature","grature",100,"correct","correct","A2_B2"
2,40348,"mutant","tremish","tremish",100,"correct","correct","A1_B2"
2,40348,"olive","trapley","trapely",86,"wrong","correct","A1_B1"
2,40348,"orange","scrones","scrones",100,"correct","correct","trial"
2,40348,"orphan","slouder","slouder",100,"correct","correct","A1_B2"
2,40348,"pageant","dradden","dradden",100,"correct","correct","A2_B2"
2,40348,"pigeon","bensked","bensked",100,"correct","correct","A1_B1"
2,40348,"poised","achirin","achirin",100,"correct","correct","A1_B2"
2,40348,"proposal","reordom","reordom",100,"correct","correct","A1_B1"
2,40348,"publicity","flanish","flanish",100,"correct","correct","A2_B1"
2,40348,"publish","glorned","glorned",100,"correct","correct","A2_B1"
2,40348,"sacred","fastade","fastade",100,"correct","correct","A2_B2"
2,40348,"sewer","blosper","blosper",100,"correct","correct","A2_B1"
2,40348,"surgical","drereby","drereby",100,"correct","correct","A1_B2"
2,40348,"vessel","blonged","blonged",100,"correct","correct","A1_B1"
1,40370,"adjust","IDK","guiding",40,"wrong","wrong","A2_B2"
1,40370,"anguish","IDK","banking",20,"wrong","wrong","A2_B2"
1,40370,"apple","flower","flower",100,"correct","correct","trial"
1,40370,"banner","native","hairdo",33,"wrong","wrong","A2_B1"
1,40370,"bloom","IDK","striped",40,"wrong","wrong","A1_B2"
1,40370,"boost","IDK","divine",22,"wrong","wrong","A1_B1"
1,40370,"breeding","oyster","hunter",50,"wrong","wrong","A1_B2"
1,40370,"broker","IDK","fatal",0,"wrong","wrong","A1_B1"
1,40370,"click","bait","mature",40,"wrong","wrong","A2_B2"
1,40370,"compound","venom","natives",33,"wrong","wrong","A2_B2"
1,40370,"confined","IDK","nuisance",18,"wrong","wrong","A1_B1"
1,40370,"cosmic","prolong","prolong",100,"correct","correct","A1_B2"
1,40370,"currency","IDK","east",0,"wrong","wrong","A2_B1"
1,40370,"delayed","frontier","frontier",100,"correct","correct","A1_B2"
1,40370,"demand","IDK","vitamin",20,"wrong","wrong","A2_B1"
1,40370,"depend","IDK","wasp",0,"wrong","wrong","A1_B1"
1,40370,"dive","IDK","mischief",18,"wrong","wrong","A2_B1"
1,40370,"donation","frozen","frozen",100,"correct","correct","A2_B2"
1,40370,"editing","spacious","spacious",100,"correct","correct","A2_B1"
1,40370,"gallery","IDK","donation",18,"wrong","wrong","A1_B2"
1,40370,"gifted","educate","educate",100,"correct","correct","A1_B1"
1,40370,"grape","tree","tree",100,"correct","correct","trial"
1,40370,"harass","IDK","knob",29,"wrong","wrong","A2_B1"
1,40370,"heroic","frontier","compute",40,"wrong","wrong","A2_B1"
1,40370,"laser","focus","oyster",36,"wrong","wrong","A2_B2"
1,40370,"liberty","IDK","chemist",20,"wrong","wrong","A1_B2"
1,40370,"madness","IDK","litter",22,"wrong","wrong","A2_B2"
1,40370,"modesty","IDK","flyer",0,"wrong","wrong","A1_B1"
1,40370,"mole","sewer","ominous",17,"wrong","wrong","A2_B2"
1,40370,"mutant","annual","annual",100,"correct","correct","A1_B2"
1,40370,"olive","tree","habitat",18,"wrong","wrong","A1_B1"
1,40370,"orange","fruit","fruit",100,"correct","correct","trial"
1,40370,"orphan","educate","folklore",13,"wrong","wrong","A1_B2"
1,40370,"pageant","IDK","giggle",22,"wrong","wrong","A2_B2"
1,40370,"pigeon","letter","writer",50,"wrong","wrong","A1_B1"
1,40370,"poised","nurse","nurse",100,"correct","correct","A1_B2"
1,40370,"proposal","IDK","venom",0,"wrong","wrong","A1_B1"
1,40370,"publicity","venom","upon",22,"wrong","wrong","A2_B1"
1,40370,"publish","IDK","portray",0,"wrong","wrong","A2_B1"
1,40370,"sacred","IDK","regard",22,"wrong","wrong","A2_B2"
1,40370,"sewer","wizard","wizard",100,"correct","correct","A2_B1"
1,40370,"surgical","breed","breed",100,"correct","correct","A1_B2"
1,40370,"vessel","proposal","crack",31,"wrong","wrong","A1_B1"
1,40373,"adjust","prolong","prolong",100,"correct","correct","A2_B2"
1,40373,"anguish","flyer","flyer",100,"correct","correct","A2_B2"
1,40373,"apple","fruit","fruit",100,"correct","correct","trial"
1,40373,"banner","venom","venom",100,"correct","correct","A2_B1"
1,40373,"bloom","striped","striped",100,"correct","correct","A1_B2"
1,40373,"boost","divine","divine",100,"correct","correct","A1_B1"
1,40373,"breeding","guiding","guiding",100,"correct","correct","A1_B2"
1,40373,"broker","annual","annual",100,"correct","correct","A1_B1"
1,40373,"click","educated","educate",93,"wrong","correct","A2_B2"
1,40373,"compound","hairdo","hairdo",100,"correct","correct","A2_B2"
1,40373,"confined","IDK","hunter",0,"wrong","wrong","A1_B1"
1,40373,"cosmic","IDK","frozen",0,"wrong","wrong","A1_B2"
1,40373,"currency","habitat","habitat",100,"correct","correct","A2_B1"
1,40373,"delayed","IDK","ominous",20,"wrong","wrong","A1_B2"
1,40373,"demand","IDK","natives",20,"wrong","wrong","A2_B1"
1,40373,"depend","regard","breed",55,"wrong","wrong","A1_B1"
1,40373,"dive","IDK","compute",0,"wrong","wrong","A2_B1"
1,40373,"donation","IDK","nuisance",18,"wrong","wrong","A2_B2"
1,40373,"editing","IDK","spacious",18,"wrong","wrong","A2_B1"
1,40373,"gallery","IDK","portray",0,"wrong","wrong","A1_B2"
1,40373,"gifted","folklore","folklore",100,"correct","correct","A1_B1"
1,40373,"grape","tree","tree",100,"correct","correct","trial"
1,40373,"harass","idk","giggle",22,"wrong","wrong","A2_B1"
1,40373,"heroic","writer","writer",100,"correct","correct","A2_B1"
1,40373,"laser","donation","donation",100,"correct","correct","A2_B2"
1,40373,"liberty","IDK","wasp",0,"wrong","wrong","A1_B2"
1,40373,"madness","IDK","frontier",18,"wrong","wrong","A2_B2"
1,40373,"modesty","fatal","fatal",100,"correct","correct","A1_B1"
1,40373,"mole","wizard","wizard",100,"correct","correct","A2_B2"
1,40373,"mutant","IDK","nurse",0,"wrong","wrong","A1_B2"
1,40373,"olive","IDK","banking",20,"wrong","wrong","A1_B1"
1,40373,"orange","flower","flower",100,"correct","correct","trial"
1,40373,"orphan","IDK","mature",0,"wrong","wrong","A1_B2"
1,40373,"pageant","east","east",100,"correct","correct","A2_B2"
1,40373,"pigeon","iDK","litter",22,"wrong","wrong","A1_B1"
1,40373,"poised","flyer","knob",0,"wrong","wrong","A1_B2"
1,40373,"proposal","upon","upon",100,"correct","correct","A1_B1"
1,40373,"publicity","IDK","regard",22,"wrong","wrong","A2_B1"
1,40373,"publish","oyster","oyster",100,"correct","correct","A2_B1"
1,40373,"sacred","IDK","vitamin",20,"wrong","wrong","A2_B2"
1,40373,"sewer","mischief","mischief",100,"correct","correct","A2_B1"
1,40373,"surgical","chemist","chemist",100,"correct","correct","A1_B2"
1,40373,"vessel","IDK","crack",25,"wrong","wrong","A1_B1"
1,40375,"adjust","IDK","donation",18,"wrong","wrong","A2_B2"
1,40375,"anguish","east","east",100,"correct","correct","A2_B2"
1,40375,"apple","flower","flower",100,"correct","correct","trial"
1,40375,"banner","upon","upon",100,"correct","correct","A2_B1"
1,40375,"bloom","habitat","habitat",100,"correct","correct","A1_B2"
1,40375,"boost","prolong","prolong",100,"correct","correct","A1_B1"
1,40375,"breeding","IDK","portray",0,"wrong","wrong","A1_B2"
1,40375,"broker","striped","striped",100,"correct","correct","A1_B1"
1,40375,"click","genius","mature",17,"wrong","wrong","A2_B2"
1,40375,"compound","natives","natives",100,"correct","correct","A2_B2"
1,40375,"confined","nuisance","nuisance",100,"correct","correct","A1_B1"
1,40375,"cosmic","spacious","spacious",100,"correct","correct","A1_B2"
1,40375,"currency","nurse","nurse",100,"correct","correct","A2_B1"
1,40375,"delayed","mischief","mischief",100,"correct","correct","A1_B2"
